REF_DATE,GEO,DGUID,Age (15C),Gender (3),Statistics (2),Coordinate,Visible minority (15):Total - Visible minority[1],Symbol,Visible minority (15):Total visible minority population[2],Symbol,Visible minority (15):South Asian[3],Symbol,Visible minority (15):Chinese[4],Symbol,Visible minority (15):Black[5],Symbol,Visible minority (15):Filipino[6],Symbol,Visible minority (15):Arab[7],Symbol,Visible minority (15):Latin American[8],Symbol,Visible minority (15):Southeast Asian[9],Symbol,Visible minority (15):West Asian[10],Symbol,Visible minority (15):Korean[11],Symbol,Visible minority (15):Japanese[12],Symbol,"Visible minority (15):Visible minority, n.i.e.[13]",Symbol,Visible minority (15):Multiple visible minorities[14],Symbol,Visible minority (15):Not a visible minority[15],Symbol
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 years and over,Men+,2021 Counts,68.3.2.1,69235,,4280,,1715,,325,,1280,,110,,165,,275,,135,,70,,55,,10,,45,,95,,64955,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 years and over,Men+,% distribution (2021),68.3.2.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 years and over,Women+,2021 Counts,68.3.3.1,72075,,3880,,1025,,410,,1300,,245,,95,,320,,165,,60,,65,,30,,70,,95,,68200,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 years and over,Women+,% distribution (2021),68.3.3.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 24 years,Total - Gender,2021 Counts,68.4.1.1,19540,,2290,,1085,,150,,730,,55,,25,,100,,55,,15,,15,,0,,25,,30,,17250,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 24 years,Total - Gender,% distribution (2021),68.4.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 24 years,Men+,2021 Counts,68.4.2.1,10235,,1335,,755,,75,,335,,25,,20,,60,,20,,10,,15,,0,,15,,20,,8900,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 24 years,Men+,% distribution (2021),68.4.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 24 years,Women+,2021 Counts,68.4.3.1,9305,,955,,335,,75,,390,,35,,10,,35,,35,,0,,0,,0,,15,,15,,8350,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 24 years,Women+,% distribution (2021),68.4.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 19 years,Total - Gender,2021 Counts,68.5.1.1,8935,,805,,145,,80,,415,,35,,15,,45,,30,,0,,10,,0,,15,,10,,8130,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 19 years,Total - Gender,% distribution (2021),68.5.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 19 years,Men+,2021 Counts,68.5.2.1,4590,,420,,115,,40,,180,,25,,10,,35,,10,,0,,10,,0,,0,,0,,4175,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 19 years,Men+,% distribution (2021),68.5.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 19 years,Women+,2021 Counts,68.5.3.1,4340,,385,,30,,35,,235,,15,,0,,15,,15,,0,,0,,0,,15,,10,,3960,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,15 to 19 years,Women+,% distribution (2021),68.5.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,20 to 24 years,Total - Gender,2021 Counts,68.6.1.1,10605,,1490,,945,,70,,310,,20,,10,,50,,20,,15,,0,,0,,15,,25,,9115,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,20 to 24 years,Total - Gender,% distribution (2021),68.6.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,20 to 24 years,Men+,2021 Counts,68.6.2.1,5640,,915,,635,,30,,150,,0,,10,,30,,10,,10,,0,,0,,15,,20,,4730,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,20 to 24 years,Men+,% distribution (2021),68.6.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,20 to 24 years,Women+,2021 Counts,68.6.3.1,4965,,575,,305,,35,,155,,20,,0,,20,,15,,0,,0,,0,,0,,10,,4385,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,20 to 24 years,Women+,% distribution (2021),68.6.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 64 years,Total - Gender,2021 Counts,68.7.1.1,89200,,5395,,1505,,510,,1750,,285,,200,,455,,235,,95,,105,,35,,85,,135,,83810,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 64 years,Total - Gender,% distribution (2021),68.7.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 64 years,Men+,2021 Counts,68.7.2.1,44065,,2710,,880,,230,,890,,80,,125,,200,,105,,55,,40,,10,,30,,70,,41355,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 64 years,Men+,% distribution (2021),68.7.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 64 years,Women+,2021 Counts,68.7.3.1,45135,,2685,,620,,285,,865,,205,,80,,255,,130,,35,,60,,30,,55,,65,,42450,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 64 years,Women+,% distribution (2021),68.7.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 54 years,Total - Gender,2021 Counts,68.8.1.1,63495,,4830,,1360,,425,,1615,,230,,160,,435,,210,,95,,75,,35,,70,,115,,58670,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 54 years,Total - Gender,% distribution (2021),68.8.1.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 54 years,Men+,2021 Counts,68.8.2.1,31540,,2405,,805,,180,,795,,70,,100,,195,,95,,55,,30,,10,,20,,55,,29135,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 54 years,Men+,% distribution (2021),68.8.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 54 years,Women+,2021 Counts,68.8.3.1,31955,,2420,,560,,250,,815,,165,,60,,245,,115,,35,,45,,30,,50,,60,,29530,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 54 years,Women+,% distribution (2021),68.8.3.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 34 years,Total - Gender,2021 Counts,68.9.1.1,21380,,2215,,885,,135,,635,,85,,60,,195,,55,,25,,60,,0,,35,,40,,19165,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 34 years,Total - Gender,% distribution (2021),68.9.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 34 years,Men+,2021 Counts,68.9.2.1,10830,,1160,,535,,60,,320,,35,,35,,85,,35,,10,,25,,0,,15,,15,,9675,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 34 years,Men+,% distribution (2021),68.9.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 34 years,Women+,2021 Counts,68.9.3.1,10550,,1055,,350,,75,,320,,50,,25,,105,,25,,15,,35,,0,,20,,25,,9495,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,25 to 34 years,Women+,% distribution (2021),68.9.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,35 to 44 years,Total - Gender,2021 Counts,68.10.1.1,20735,,1665,,315,,180,,655,,65,,70,,150,,80,,50,,10,,25,,25,,45,,19065,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,35 to 44 years,Total - Gender,% distribution (2021),68.10.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,35 to 44 years,Men+,2021 Counts,68.10.2.1,10075,,785,,180,,65,,305,,10,,50,,75,,20,,35,,0,,10,,0,,25,,9295,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,35 to 44 years,Men+,% distribution (2021),68.10.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,35 to 44 years,Women+,2021 Counts,68.10.3.1,10655,,885,,130,,110,,355,,60,,20,,75,,60,,10,,0,,15,,20,,15,,9775,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,35 to 44 years,Women+,% distribution (2021),68.10.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,45 to 54 years,Total - Gender,2021 Counts,68.11.1.1,21375,,945,,160,,115,,315,,80,,25,,100,,65,,20,,0,,10,,15,,30,,20435,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,45 to 54 years,Total - Gender,% distribution (2021),68.11.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,45 to 54 years,Men+,2021 Counts,68.11.2.1,10635,,460,,85,,50,,180,,25,,15,,35,,40,,0,,0,,0,,0,,15,,10170,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,45 to 54 years,Men+,% distribution (2021),68.11.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,45 to 54 years,Women+,2021 Counts,68.11.3.1,10745,,480,,80,,70,,140,,55,,0,,60,,30,,10,,0,,10,,10,,15,,10265,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,45 to 54 years,Women+,% distribution (2021),68.11.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,55 to 64 years,Total - Gender,2021 Counts,68.12.1.1,25705,,570,,140,,85,,135,,50,,40,,20,,30,,0,,30,,0,,15,,20,,25140,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,55 to 64 years,Total - Gender,% distribution (2021),68.12.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,55 to 64 years,Men+,2021 Counts,68.12.2.1,12530,,305,,80,,45,,90,,10,,20,,0,,15,,0,,10,,0,,10,,10,,12220,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,55 to 64 years,Men+,% distribution (2021),68.12.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,55 to 64 years,Women+,2021 Counts,68.12.3.1,13180,,260,,65,,40,,50,,35,,15,,15,,15,,0,,15,,0,,0,,10,,12920,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,55 to 64 years,Women+,% distribution (2021),68.12.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 years and over,Total - Gender,2021 Counts,68.13.1.1,32570,,475,,145,,70,,100,,15,,40,,40,,15,,25,,0,,0,,0,,20,,32095,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 years and over,Total - Gender,% distribution (2021),68.13.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 years and over,Men+,2021 Counts,68.13.2.1,14930,,235,,80,,20,,55,,10,,30,,15,,0,,10,,0,,0,,0,,0,,14700,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 years and over,Men+,% distribution (2021),68.13.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 years and over,Women+,2021 Counts,68.13.3.1,17640,,240,,65,,55,,40,,0,,10,,20,,0,,10,,0,,0,,0,,10,,17395,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 years and over,Women+,% distribution (2021),68.13.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 to 74 years,Total - Gender,2021 Counts,68.14.1.1,19250,,325,,115,,60,,50,,10,,20,,25,,15,,15,,0,,0,,0,,15,,18930,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 to 74 years,Total - Gender,% distribution (2021),68.14.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 to 74 years,Men+,2021 Counts,68.14.2.1,9220,,160,,60,,20,,30,,10,,15,,10,,0,,0,,0,,0,,0,,0,,9060,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 to 74 years,Men+,% distribution (2021),68.14.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 to 74 years,Women+,2021 Counts,68.14.3.1,10035,,170,,50,,35,,20,,0,,10,,15,,0,,10,,0,,0,,0,,10,,9870,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,65 to 74 years,Women+,% distribution (2021),68.14.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,75 years and over,Total - Gender,2021 Counts,68.15.1.1,13320,,150,,35,,15,,50,,0,,20,,15,,0,,0,,0,,0,,0,,0,,13170,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,75 years and over,Total - Gender,% distribution (2021),68.15.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,75 years and over,Men+,2021 Counts,68.15.2.1,5715,,75,,20,,0,,25,,0,,15,,10,,0,,0,,0,,0,,0,,0,,5640,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,75 years and over,Men+,% distribution (2021),68.15.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,75 years and over,Women+,2021 Counts,68.15.3.1,7600,,75,,15,,15,,25,,0,,0,,10,,0,,0,,0,,0,,0,,0,,7530,
2021,"Greater Sudbury (CMA), Ont.",2021S0503580,75 years and over,Women+,% distribution (2021),68.15.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,Total - Age,Total - Gender,2021 Counts,69.1.1.1,163485,,38235,,11415,,4445,,6245,,3985,,1730,,2150,,3235,,2095,,415,,270,,780,,1480,,125250,
2021,"Guelph (CMA), Ont.",2021S0503550,Total - Age,Total - Gender,% distribution (2021),69.1.1.2,0.5,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3,
2021,"Guelph (CMA), Ont.",2021S0503550,Total - Age,Men+,2021 Counts,69.1.2.1,80415,,19195,,5995,,2140,,3235,,1765,,890,,1075,,1585,,1040,,215,,130,,395,,730,,61225,
2021,"Guelph (CMA), Ont.",2021S0503550,Total - Age,Men+,% distribution (2021),69.1.2.2,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Guelph (CMA), Ont.",2021S0503550,Total - Age,Women+,2021 Counts,69.1.3.1,83065,,19040,,5415,,2310,,3005,,2220,,845,,1075,,1645,,1055,,205,,140,,385,,745,,64030,
2021,"Guelph (CMA), Ont.",2021S0503550,Total - Age,Women+,% distribution (2021),69.1.3.2,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Guelph (CMA), Ont.",2021S0503550,0 to 14 years,Total - Gender,2021 Counts,69.2.1.1,26900,,8335,,2470,,705,,1845,,735,,380,,260,,585,,570,,90,,30,,185,,485,,18560,
2021,"Guelph (CMA), Ont.",2021S0503550,0 to 14 years,Total - Gender,% distribution (2021),69.2.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Guelph (CMA), Ont.",2021S0503550,0 to 14 years,Men+,2021 Counts,69.2.2.1,13910,,4205,,1245,,340,,910,,325,,210,,150,,335,,300,,55,,10,,75,,255,,9700,
2021,"Guelph (CMA), Ont.",2021S0503550,0 to 14 years,Men+,% distribution (2021),69.2.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,0 to 14 years,Women+,2021 Counts,69.2.3.1,12995,,4135,,1225,,365,,930,,415,,175,,110,,250,,265,,30,,25,,110,,230,,8865,
2021,"Guelph (CMA), Ont.",2021S0503550,0 to 14 years,Women+,% distribution (2021),69.2.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,15 years and over,Total - Gender,2021 Counts,69.3.1.1,136580,,29895,,8945,,3735,,4400,,3245,,1345,,1890,,2650,,1525,,325,,240,,595,,995,,106690,
2021,"Guelph (CMA), Ont.",2021S0503550,15 years and over,Total - Gender,% distribution (2021),69.3.1.2,0.4,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.3,
2021,"Guelph (CMA), Ont.",2021S0503550,15 years and over,Men+,2021 Counts,69.3.2.1,66510,,14985,,4755,,1795,,2325,,1435,,675,,925,,1250,,740,,160,,120,,320,,480,,51525,
2021,"Guelph (CMA), Ont.",2021S0503550,15 years and over,Men+,% distribution (2021),69.3.2.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
2021,"Guelph (CMA), Ont.",2021S0503550,15 years and over,Women+,2021 Counts,69.3.3.1,70075,,14910,,4195,,1940,,2075,,1805,,670,,960,,1395,,790,,170,,120,,275,,515,,55160,
2021,"Guelph (CMA), Ont.",2021S0503550,15 years and over,Women+,% distribution (2021),69.3.3.2,0.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 24 years,Total - Gender,2021 Counts,69.4.1.1,21465,,6090,,1650,,790,,950,,725,,295,,335,,520,,335,,50,,55,,120,,280,,15375,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 24 years,Total - Gender,% distribution (2021),69.4.1.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 24 years,Men+,2021 Counts,69.4.2.1,10820,,3180,,980,,425,,475,,355,,140,,175,,215,,155,,35,,35,,65,,120,,7640,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 24 years,Men+,% distribution (2021),69.4.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 24 years,Women+,2021 Counts,69.4.3.1,10650,,2915,,670,,365,,475,,365,,155,,160,,300,,180,,15,,20,,60,,155,,7740,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 24 years,Women+,% distribution (2021),69.4.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 19 years,Total - Gender,2021 Counts,69.5.1.1,9720,,2635,,595,,335,,455,,345,,150,,105,,245,,160,,30,,30,,65,,120,,7080,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 19 years,Total - Gender,% distribution (2021),69.5.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 19 years,Men+,2021 Counts,69.5.2.1,4855,,1335,,315,,205,,250,,160,,65,,60,,95,,70,,20,,20,,25,,50,,3525,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 19 years,Men+,% distribution (2021),69.5.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 19 years,Women+,2021 Counts,69.5.3.1,4860,,1305,,285,,125,,200,,180,,85,,50,,155,,95,,15,,15,,35,,75,,3555,
2021,"Guelph (CMA), Ont.",2021S0503550,15 to 19 years,Women+,% distribution (2021),69.5.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,20 to 24 years,Total - Gender,2021 Counts,69.6.1.1,11750,,3450,,1050,,460,,495,,380,,140,,230,,270,,170,,20,,25,,60,,155,,8295,
2021,"Guelph (CMA), Ont.",2021S0503550,20 to 24 years,Total - Gender,% distribution (2021),69.6.1.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,20 to 24 years,Men+,2021 Counts,69.6.2.1,5965,,1845,,665,,220,,220,,200,,75,,120,,120,,85,,20,,15,,35,,75,,4115,
2021,"Guelph (CMA), Ont.",2021S0503550,20 to 24 years,Men+,% distribution (2021),69.6.2.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,20 to 24 years,Women+,2021 Counts,69.6.3.1,5790,,1610,,390,,245,,275,,180,,70,,110,,150,,85,,0,,10,,20,,80,,4185,
2021,"Guelph (CMA), Ont.",2021S0503550,20 to 24 years,Women+,% distribution (2021),69.6.3.2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 64 years,Total - Gender,2021 Counts,69.7.1.1,88840,,20870,,6300,,2475,,3195,,2240,,970,,1360,,1865,,1015,,255,,160,,420,,620,,67970,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 64 years,Total - Gender,% distribution (2021),69.7.1.2,0.2,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.2,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 64 years,Men+,2021 Counts,69.7.2.1,43780,,10460,,3280,,1140,,1745,,980,,495,,675,,920,,500,,115,,70,,235,,300,,33320,
2021,"Guelph (CMA), Ont.",2021S0503550,25 to 64 years,Men+,% distribution (2021),69.7.2.2,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.1,
