REF_DATE,GEO,DGUID,Age (13B),Knowledge of official languages (5),Coordinate,Statistics (6A):2021 Counts[1],Symbol,Statistics (6A):% distribution (2021)[2],Symbol,Statistics (6A):% change (2016 to 2021)[3],Symbol,Statistics (6A):% change (2011 to 2021)[4],Symbol,Statistics (6A):2016 Counts[5],Symbol,Statistics (6A):2011 Counts[6],Symbol
2021,Nunavut,2021A000262,10 to 14 years,English only,14.5.2,3470,,93.9,,8.3,,19.7,,3205,,2900,
2021,Nunavut,2021A000262,10 to 14 years,French only,14.5.3,10,,0.3,,100.0,,0,...,5,,0,
2021,Nunavut,2021A000262,10 to 14 years,English and French,14.5.4,80,,2.2,,0.0,,60.0,,80,,50,
2021,Nunavut,2021A000262,10 to 14 years,Neither English nor French,14.5.5,135,,3.7,,8.0,,-15.6,,125,,160,
2021,Nunavut,2021A000262,15 to 24 years,Total - Knowledge of official languages,14.6.1,5915,,100.0,,-3.7,,-0.9,,6145,,5970,
2021,Nunavut,2021A000262,15 to 24 years,English only,14.6.2,5765,,97.5,,-2.9,,0.3,,5940,,5750,
2021,Nunavut,2021A000262,15 to 24 years,French only,14.6.3,5,,0.1,,0.0,,0.0,,5,,5,
2021,Nunavut,2021A000262,15 to 24 years,English and French,14.6.4,100,,1.7,,-25.9,,-23.1,,135,,130,
2021,Nunavut,2021A000262,15 to 24 years,Neither English nor French,14.6.5,45,,0.8,,-35.7,,-52.6,,70,,95,
2021,Nunavut,2021A000262,15 to 19 years,Total - Knowledge of official languages,14.7.1,3080,,100.0,,-1.4,,1.1,,3125,,3045,
2021,Nunavut,2021A000262,15 to 19 years,English only,14.7.2,3000,,97.4,,-1.2,,2.2,,3035,,2935,
2021,Nunavut,2021A000262,15 to 19 years,French only,14.7.3,0,,0.0,,0,...,-100.0,,0,,5,
2021,Nunavut,2021A000262,15 to 19 years,English and French,14.7.4,55,,1.8,,10.0,,10.0,,50,,50,
2021,Nunavut,2021A000262,15 to 19 years,Neither English nor French,14.7.5,25,,0.8,,-37.5,,-58.3,,40,,60,
2021,Nunavut,2021A000262,20 to 24 years,Total - Knowledge of official languages,14.8.1,2835,,100.0,,-6.0,,-3.1,,3015,,2925,
2021,Nunavut,2021A000262,20 to 24 years,English only,14.8.2,2765,,97.5,,-4.8,,-1.8,,2905,,2815,
2021,Nunavut,2021A000262,20 to 24 years,French only,14.8.3,0,,0.0,,-100.0,,0,...,5,,0,
2021,Nunavut,2021A000262,20 to 24 years,English and French,14.8.4,45,,1.6,,-43.8,,-40.0,,80,,75,
2021,Nunavut,2021A000262,20 to 24 years,Neither English nor French,14.8.5,20,,0.7,,-33.3,,-42.9,,30,,35,
2021,Nunavut,2021A000262,25 to 44 years,Total - Knowledge of official languages,14.9.1,10415,,100.0,,1.1,,15.5,,10305,,9020,
2021,Nunavut,2021A000262,25 to 44 years,English only,14.9.2,9710,,93.2,,1.6,,15.7,,9555,,8395,
2021,Nunavut,2021A000262,25 to 44 years,French only,14.9.3,10,,0.1,,-50.0,,0.0,,20,,10,
2021,Nunavut,2021A000262,25 to 44 years,English and French,14.9.4,640,,6.1,,-3.8,,21.9,,665,,525,
2021,Nunavut,2021A000262,25 to 44 years,Neither English nor French,14.9.5,55,,0.5,,-21.4,,-38.9,,70,,90,
2021,Nunavut,2021A000262,45 to 64 years,Total - Knowledge of official languages,14.10.1,6670,,100.0,,6.8,,25.3,,6245,,5325,
2021,Nunavut,2021A000262,45 to 64 years,English only,14.10.2,6205,,93.0,,9.7,,34.2,,5655,,4625,
2021,Nunavut,2021A000262,45 to 64 years,French only,14.10.3,5,,0.1,,0.0,,-50.0,,5,,10,
2021,Nunavut,2021A000262,45 to 64 years,English and French,14.10.4,365,,5.5,,-12.0,,-3.9,,415,,380,
2021,Nunavut,2021A000262,45 to 64 years,Neither English nor French,14.10.5,90,,1.3,,-45.5,,-70.5,,165,,305,
2021,Nunavut,2021A000262,65 years and over,Total - Knowledge of official languages,14.11.1,1580,,100.0,,18.8,,51.2,,1330,,1045,
2021,Nunavut,2021A000262,65 years and over,English only,14.11.2,1225,,77.5,,49.4,,175.3,,820,,445,
2021,Nunavut,2021A000262,65 years and over,French only,14.11.3,0,,0.0,,0,...,0,...,0,,0,
2021,Nunavut,2021A000262,65 years and over,English and French,14.11.4,65,,4.1,,-7.1,,62.5,,70,,40,
2021,Nunavut,2021A000262,65 years and over,Neither English nor French,14.11.5,290,,18.4,,-34.1,,-48.7,,440,,565,
2021,Nunavut,2021A000262,65 to 74 years,Total - Knowledge of official languages,14.12.1,1195,,100.0,,20.7,,59.3,,990,,750,
2021,Nunavut,2021A000262,65 to 74 years,English only,14.12.2,1010,,84.5,,45.3,,176.7,,695,,365,
2021,Nunavut,2021A000262,65 to 74 years,French only,14.12.3,5,,0.4,,0,...,0,...,0,,0,
2021,Nunavut,2021A000262,65 to 74 years,English and French,14.12.4,45,,3.8,,-25.0,,50.0,,60,,30,
2021,Nunavut,2021A000262,65 to 74 years,Neither English nor French,14.12.5,135,,11.3,,-42.6,,-62.5,,235,,360,
2021,Nunavut,2021A000262,75 years and over,Total - Knowledge of official languages,14.13.1,385,,100.0,,11.6,,32.8,,345,,290,
2021,Nunavut,2021A000262,75 years and over,English only,14.13.2,215,,55.8,,72.0,,168.8,,125,,80,
2021,Nunavut,2021A000262,75 years and over,French only,14.13.3,0,,0.0,,0,...,0,...,0,,0,
2021,Nunavut,2021A000262,75 years and over,English and French,14.13.4,15,,3.9,,50.0,,200.0,,10,,5,
2021,Nunavut,2021A000262,75 years and over,Neither English nor French,14.13.5,155,,40.3,,-26.2,,-22.5,,210,,200,


