REF_DATE,GEO,DGUID,Age (13B),Knowledge of official languages (5),Coordinate,Statistics (6A):2021 Counts[1],Symbol,Statistics (6A):% distribution (2021)[2],Symbol,Statistics (6A):% change (2016 to 2021)[3],Symbol,Statistics (6A):% change (2011 to 2021)[4],Symbol,Statistics (6A):2016 Counts[5],Symbol,Statistics (6A):2011 Counts[6],Symbol
2021,Ontario,2021A000235,15 to 24 years,Neither English nor French,7.6.5,5190,,0.3,,-10.3,,-14.5,,5785,,6070,
2021,Ontario,2021A000235,15 to 19 years,Total - Knowledge of official languages,7.7.1,799710,,100.0,,-1.2,,-7.1,,809710,,861090,
2021,Ontario,2021A000235,15 to 19 years,English only,7.7.2,647055,,80.9,,-3.3,,-11.1,,668975,,727770,
2021,Ontario,2021A000235,15 to 19 years,French only,7.7.3,910,,0.1,,-9.0,,-25.7,,1000,,1225,
2021,Ontario,2021A000235,15 to 19 years,English and French,7.7.4,149885,,18.7,,9.0,,15.3,,137495,,130045,
2021,Ontario,2021A000235,15 to 19 years,Neither English nor French,7.7.5,1865,,0.2,,-16.9,,-9.0,,2245,,2050,
2021,Ontario,2021A000235,20 to 24 years,Total - Knowledge of official languages,7.8.1,893075,,100.0,,0.2,,5.1,,891580,,850135,
2021,Ontario,2021A000235,20 to 24 years,English only,7.8.2,776895,,87.0,,-0.3,,5.1,,778910,,739510,
2021,Ontario,2021A000235,20 to 24 years,French only,7.8.3,885,,0.1,,7.9,,-6.3,,820,,945,
2021,Ontario,2021A000235,20 to 24 years,English and French,7.8.4,111970,,12.5,,3.4,,6.0,,108300,,105655,
2021,Ontario,2021A000235,20 to 24 years,Neither English nor French,7.8.5,3330,,0.4,,-6.1,,-17.2,,3545,,4020,
2021,Ontario,2021A000235,25 to 44 years,Total - Knowledge of official languages,7.9.1,3779770,,100.0,,9.9,,12.1,,3440765,,3371095,
2021,Ontario,2021A000235,25 to 44 years,English only,7.9.2,3341660,,88.4,,11.5,,14.3,,2996525,,2924720,
2021,Ontario,2021A000235,25 to 44 years,French only,7.9.3,5020,,0.1,,12.9,,7.8,,4445,,4655,
2021,Ontario,2021A000235,25 to 44 years,English and French,7.9.4,397065,,10.5,,-1.9,,-2.4,,404565,,406865,
2021,Ontario,2021A000235,25 to 44 years,Neither English nor French,7.9.5,36020,,1.0,,2.2,,3.3,,35230,,34860,
2021,Ontario,2021A000235,45 to 64 years,Total - Knowledge of official languages,7.10.1,3824160,,100.0,,0.4,,4.1,,3809650,,3672365,
2021,Ontario,2021A000235,45 to 64 years,English only,7.10.2,3352020,,87.7,,0.5,,4.6,,3335960,,3205730,
2021,Ontario,2021A000235,45 to 64 years,French only,7.10.3,8055,,0.2,,2.9,,-8.2,,7825,,8775,
2021,Ontario,2021A000235,45 to 64 years,English and French,7.10.4,371400,,9.7,,-0.6,,0.0,,373795,,371270,
2021,Ontario,2021A000235,45 to 64 years,Neither English nor French,7.10.5,92685,,2.4,,0.7,,7.0,,92065,,86590,
2021,Ontario,2021A000235,65 years and over,Total - Knowledge of official languages,7.11.1,2552430,,100.0,,18.4,,42.7,,2155430,,1788595,
2021,Ontario,2021A000235,65 years and over,English only,7.11.2,2165005,,84.8,,19.1,,43.6,,1817205,,1507395,
2021,Ontario,2021A000235,65 years and over,French only,7.11.3,10400,,0.4,,0.1,,-1.5,,10390,,10560,
2021,Ontario,2021A000235,65 years and over,English and French,7.11.4,210525,,8.2,,16.0,,43.5,,181560,,146720,
2021,Ontario,2021A000235,65 years and over,Neither English nor French,7.11.5,166495,,6.5,,13.8,,34.4,,146270,,123925,
2021,Ontario,2021A000235,65 to 74 years,Total - Knowledge of official languages,7.12.1,1492850,,100.0,,19.0,,50.2,,1254040,,993605,
2021,Ontario,2021A000235,65 to 74 years,English only,7.12.2,1285360,,86.1,,20.2,,52.5,,1069785,,842805,
2021,Ontario,2021A000235,65 to 74 years,French only,7.12.3,4520,,0.3,,-2.3,,-4.5,,4625,,4735,
2021,Ontario,2021A000235,65 to 74 years,English and French,7.12.4,130895,,8.8,,11.5,,43.0,,117375,,91525,
2021,Ontario,2021A000235,65 to 74 years,Neither English nor French,7.12.5,72075,,4.8,,15.8,,32.1,,62255,,54545,
2021,Ontario,2021A000235,75 years and over,Total - Knowledge of official languages,7.13.1,1059580,,100.0,,17.6,,33.3,,901385,,794995,
2021,Ontario,2021A000235,75 years and over,English only,7.13.2,879650,,83.0,,17.7,,32.4,,747425,,664595,
2021,Ontario,2021A000235,75 years and over,French only,7.13.3,5885,,0.6,,2.2,,1.0,,5760,,5825,
2021,Ontario,2021A000235,75 years and over,English and French,7.13.4,79630,,7.5,,24.1,,44.3,,64185,,55195,
2021,Ontario,2021A000235,75 years and over,Neither English nor French,7.13.5,94420,,8.9,,12.4,,36.1,,84015,,69375,
2021,Manitoba,2021A000246,Total - Age,Total - Knowledge of official languages,8.1.1,1326815,,100.0,,5.2,,11.2,,1261620,,1193095,
2021,Manitoba,2021A000246,Total - Age,English only,8.1.2,1197535,,90.3,,5.5,,11.5,,1135390,,1074335,
2021,Manitoba,2021A000246,Total - Age,French only,8.1.3,1685,,0.1,,13.5,,13.1,,1485,,1490,
2021,Manitoba,2021A000246,Total - Age,English and French,8.1.4,110435,,8.3,,1.8,,7.1,,108455,,103140,
2021,Manitoba,2021A000246,Total - Age,Neither English nor French,8.1.5,17165,,1.3,,5.4,,21.4,,16290,,14135,
2021,Manitoba,2021A000246,0 to 14 years,Total - Knowledge of official languages,8.2.1,252755,,100.0,,3.8,,9.5,,243420,,230790,
2021,Manitoba,2021A000246,0 to 14 years,English only,8.2.2,222895,,88.2,,4.2,,8.2,,213870,,205990,
2021,Manitoba,2021A000246,0 to 14 years,French only,8.2.3,940,,0.4,,14.6,,19.7,,820,,785,
2021,Manitoba,2021A000246,0 to 14 years,English and French,8.2.4,23545,,9.3,,2.3,,21.7,,23010,,19340,
2021,Manitoba,2021A000246,0 to 14 years,Neither English nor French,8.2.5,5370,,2.1,,-6.3,,14.9,,5730,,4675,
2021,Manitoba,2021A000246,0 to 4 years,Total - Knowledge of official languages,8.3.1,80380,,100.0,,-0.7,,4.3,,80965,,77095,
2021,Manitoba,2021A000246,0 to 4 years,English only,8.3.2,73505,,91.4,,-0.4,,3.6,,73825,,70960,
2021,Manitoba,2021A000246,0 to 4 years,French only,8.3.3,535,,0.7,,-6.1,,-0.9,,570,,540,
2021,Manitoba,2021A000246,0 to 4 years,English and French,8.3.4,1835,,2.3,,-5.9,,4.0,,1950,,1765,
2021,Manitoba,2021A000246,0 to 4 years,Neither English nor French,8.3.5,4505,,5.6,,-2.6,,17.6,,4625,,3830,
2021,Manitoba,2021A000246,5 to 9 years,Total - Knowledge of official languages,8.4.1,86220,,100.0,,3.5,,15.7,,83280,,74540,
2021,Manitoba,2021A000246,5 to 9 years,English only,8.4.2,76760,,89.0,,5.1,,15.0,,73065,,66720,
2021,Manitoba,2021A000246,5 to 9 years,French only,8.4.3,320,,0.4,,68.4,,77.8,,190,,180,
2021,Manitoba,2021A000246,5 to 9 years,English and French,8.4.4,8460,,9.8,,-7.9,,20.4,,9185,,7025,
2021,Manitoba,2021A000246,5 to 9 years,Neither English nor French,8.4.5,685,,0.8,,-18.5,,11.4,,840,,615,
2021,Manitoba,2021A000246,10 to 14 years,Total - Knowledge of official languages,8.5.1,86145,,100.0,,8.8,,8.8,,79180,,79145,
2021,Manitoba,2021A000246,10 to 14 years,English only,8.5.2,72630,,84.3,,8.4,,6.3,,66980,,68310,
2021,Manitoba,2021A000246,10 to 14 years,French only,8.5.3,85,,0.1,,30.8,,41.7,,65,,60,
2021,Manitoba,2021A000246,10 to 14 years,English and French,8.5.4,13250,,15.4,,11.6,,25.6,,11870,,10550,
2021,Manitoba,2021A000246,10 to 14 years,Neither English nor French,8.5.5,180,,0.2,,-32.1,,-20.0,,265,,225,
2021,Manitoba,2021A000246,15 to 24 years,Total - Knowledge of official languages,8.6.1,171355,,100.0,,1.9,,1.9,,168180,,168180,
2021,Manitoba,2021A000246,15 to 24 years,English only,8.6.2,151270,,88.3,,1.7,,1.8,,148715,,148550,
2021,Manitoba,2021A000246,15 to 24 years,French only,8.6.3,90,,0.1,,-14.3,,20.0,,105,,75,
2021,Manitoba,2021A000246,15 to 24 years,English and French,8.6.4,19565,,11.4,,3.4,,2.5,,18920,,19095,
2021,Manitoba,2021A000246,15 to 24 years,Neither English nor French,8.6.5,430,,0.3,,-1.1,,-6.5,,435,,460,
2021,Manitoba,2021A000246,15 to 19 years,Total - Knowledge of official languages,8.7.1,80530,,100.0,,-1.8,,-6.2,,82025,,85840,
2021,Manitoba,2021A000246,15 to 19 years,English only,8.7.2,69455,,86.2,,-2.5,,-7.8,,71225,,75310,
2021,Manitoba,2021A000246,15 to 19 years,French only,8.7.3,50,,0.1,,11.1,,25.0,,45,,40,
2021,Manitoba,2021A000246,15 to 19 years,English and French,8.7.4,10865,,13.5,,3.1,,5.5,,10535,,10300,
2021,Manitoba,2021A000246,15 to 19 years,Neither English nor French,8.7.5,150,,0.2,,-30.2,,-21.1,,215,,190,
2021,Manitoba,2021A000246,20 to 24 years,Total - Knowledge of official languages,8.8.1,90825,,100.0,,5.4,,10.3,,86150,,82340,
2021,Manitoba,2021A000246,20 to 24 years,English only,8.8.2,81810,,90.1,,5.6,,11.7,,77490,,73240,
2021,Manitoba,2021A000246,20 to 24 years,French only,8.8.3,45,,0.0,,-25.0,,50.0,,60,,30,
2021,Manitoba,2021A000246,20 to 24 years,English and French,8.8.4,8695,,9.6,,3.7,,-1.1,,8385,,8790,
2021,Manitoba,2021A000246,20 to 24 years,Neither English nor French,8.8.5,280,,0.3,,24.4,,1.8,,225,,275,
2021,Manitoba,2021A000246,25 to 44 years,Total - Knowledge of official languages,8.9.1,354160,,100.0,,7.2,,16.2,,330235,,304700,
2021,Manitoba,2021A000246,25 to 44 years,English only,8.9.2,320580,,90.5,,8.0,,17.3,,296880,,273335,
2021,Manitoba,2021A000246,25 to 44 years,French only,8.9.3,305,,0.1,,32.6,,74.3,,230,,175,
2021,Manitoba,2021A000246,25 to 44 years,English and French,8.9.4,30720,,8.7,,0.6,,7.7,,30545,,28535,
2021,Manitoba,2021A000246,25 to 44 years,Neither English nor French,8.9.5,2560,,0.7,,-0.8,,-3.8,,2580,,2660,
2021,Manitoba,2021A000246,45 to 64 years,Total - Knowledge of official languages,8.10.1,328670,,100.0,,-0.9,,0.7,,331745,,326390,
2021,Manitoba,2021A000246,45 to 64 years,English only,8.10.2,302825,,92.1,,-0.9,,1.1,,305665,,299615,
2021,Manitoba,2021A000246,45 to 64 years,French only,8.10.3,205,,0.1,,24.2,,2.5,,165,,200,
2021,Manitoba,2021A000246,45 to 64 years,English and French,8.10.4,21515,,6.5,,-2.7,,-8.6,,22115,,23545,
2021,Manitoba,2021A000246,45 to 64 years,Neither English nor French,8.10.5,4125,,1.3,,8.4,,36.4,,3805,,3025,
2021,Manitoba,2021A000246,65 years and over,Total - Knowledge of official languages,8.11.1,219870,,100.0,,16.9,,34.9,,188030,,163040,
2021,Manitoba,2021A000246,65 years and over,English only,8.11.2,199965,,90.9,,17.4,,36.2,,170265,,146845,
2021,Manitoba,2021A000246,65 years and over,French only,8.11.3,140,,0.1,,-12.5,,-46.2,,160,,260,
2021,Manitoba,2021A000246,65 years and over,English and French,8.11.4,15090,,6.9,,8.8,,19.6,,13875,,12615,
2021,Manitoba,2021A000246,65 years and over,Neither English nor French,8.11.5,4675,,2.1,,25.2,,41.2,,3735,,3310,
2021,Manitoba,2021A000246,65 to 74 years,Total - Knowledge of official languages,8.12.1,131510,,100.0,,20.4,,50.4,,109260,,87460,
2021,Manitoba,2021A000246,65 to 74 years,English only,8.12.2,120215,,91.4,,21.0,,52.3,,99350,,78925,
2021,Manitoba,2021A000246,65 to 74 years,French only,8.12.3,55,,0.0,,10.0,,-47.6,,50,,105,
2021,Manitoba,2021A000246,65 to 74 years,English and French,8.12.4,8915,,6.8,,8.7,,27.6,,8200,,6985,
2021,Manitoba,2021A000246,65 to 74 years,Neither English nor French,8.12.5,2325,,1.8,,40.5,,60.9,,1655,,1445,
2021,Manitoba,2021A000246,75 years and over,Total - Knowledge of official languages,8.13.1,88360,,100.0,,12.2,,16.9,,78775,,75575,
2021,Manitoba,2021A000246,75 years and over,English only,8.13.2,79750,,90.3,,12.5,,17.4,,70910,,67920,
2021,Manitoba,2021A000246,75 years and over,French only,8.13.3,80,,0.1,,-30.4,,-48.4,,115,,155,
2021,Manitoba,2021A000246,75 years and over,English and French,8.13.4,6175,,7.0,,8.8,,9.6,,5675,,5635,
2021,Manitoba,2021A000246,75 years and over,Neither English nor French,8.13.5,2355,,2.7,,12.9,,25.9,,2085,,1870,
2021,Saskatchewan,2021A000247,Total - Age,Total - Knowledge of official languages,9.1.1,1116045,,100.0,,3.0,,9.6,,1083240,,1018310,
2021,Saskatchewan,2021A000247,Total - Age,English only,9.1.2,1055000,,94.5,,3.1,,9.2,,1023400,,965925,
2021,Saskatchewan,2021A000247,Total - Age,French only,9.1.3,445,,0.0,,-16.8,,3.5,,535,,430,
2021,Saskatchewan,2021A000247,Total - Age,English and French,9.1.4,51970,,4.7,,1.2,,11.6,,51360,,46570,
2021,Saskatchewan,2021A000247,Total - Age,Neither English nor French,9.1.5,8625,,0.8,,8.6,,60.0,,7945,,5390,
2021,Saskatchewan,2021A000247,0 to 14 years,Total - Knowledge of official languages,9.2.1,222655,,100.0,,3.4,,12.7,,215260,,197515,
2021,Saskatchewan,2021A000247,0 to 14 years,English only,9.2.2,206595,,92.8,,3.4,,11.1,,199805,,185965,
2021,Saskatchewan,2021A000247,0 to 14 years,French only,9.2.3,165,,0.1,,-36.5,,-5.7,,260,,175,
2021,Saskatchewan,2021A000247,0 to 14 years,English and French,9.2.4,13180,,5.9,,7.2,,40.9,,12290,,9355,
2021,Saskatchewan,2021A000247,0 to 14 years,Neither English nor French,9.2.5,2710,,1.2,,-6.7,,34.2,,2905,,2020,
2021,Saskatchewan,2021A000247,0 to 4 years,Total - Knowledge of official languages,9.3.1,69335,,100.0,,-5.1,,1.0,,73025,,68675,
2021,Saskatchewan,2021A000247,0 to 4 years,English only,9.3.2,66340,,95.7,,-5.0,,-0.1,,69860,,66405,
2021,Saskatchewan,2021A000247,0 to 4 years,French only,9.3.3,110,,0.2,,-24.1,,4.8,,145,,105,
2021,Saskatchewan,2021A000247,0 to 4 years,English and French,9.3.4,760,,1.1,,-10.1,,25.6,,845,,605,
2021,Saskatchewan,2021A000247,0 to 4 years,Neither English nor French,9.3.5,2120,,3.1,,-2.8,,35.9,,2180,,1560,
2021,Saskatchewan,2021A000247,5 to 9 years,Total - Knowledge of official languages,9.4.1,76430,,100.0,,2.7,,20.8,,74415,,63295,
2021,Saskatchewan,2021A000247,5 to 9 years,English only,9.4.2,70680,,92.5,,3.3,,19.4,,68400,,59190,
2021,Saskatchewan,2021A000247,5 to 9 years,French only,9.4.3,40,,0.1,,-46.7,,14.3,,75,,35,
2021,Saskatchewan,2021A000247,5 to 9 years,English and French,9.4.4,5280,,6.9,,-3.1,,40.8,,5450,,3750,
2021,Saskatchewan,2021A000247,5 to 9 years,Neither English nor French,9.4.5,435,,0.6,,-10.3,,40.3,,485,,310,
2021,Saskatchewan,2021A000247,10 to 14 years,Total - Knowledge of official languages,9.5.1,76885,,100.0,,13.4,,17.3,,67820,,65540,
2021,Saskatchewan,2021A000247,10 to 14 years,English only,9.5.2,69575,,90.5,,13.0,,15.2,,61545,,60370,
2021,Saskatchewan,2021A000247,10 to 14 years,French only,9.5.3,20,,0.0,,-50.0,,-33.3,,40,,30,
2021,Saskatchewan,2021A000247,10 to 14 years,English and French,9.5.4,7140,,9.3,,19.0,,42.8,,6000,,5000,
2021,Saskatchewan,2021A000247,10 to 14 years,Neither English nor French,9.5.5,155,,0.2,,-35.4,,6.9,,240,,145,
2021,Saskatchewan,2021A000247,15 to 24 years,Total - Knowledge of official languages,9.6.1,134445,,100.0,,-1.7,,-6.3,,136830,,143540,
2021,Saskatchewan,2021A000247,15 to 24 years,English only,9.6.2,124935,,92.9,,-2.2,,-7.3,,127780,,134705,
2021,Saskatchewan,2021A000247,15 to 24 years,French only,9.6.3,25,,0.0,,-37.5,,-28.6,,40,,35,
2021,Saskatchewan,2021A000247,15 to 24 years,English and French,9.6.4,9285,,6.9,,6.7,,8.4,,8705,,8565,
2021,Saskatchewan,2021A000247,15 to 24 years,Neither English nor French,9.6.5,200,,0.1,,-33.3,,-16.7,,300,,240,
2021,Saskatchewan,2021A000247,15 to 19 years,Total - Knowledge of official languages,9.7.1,68105,,100.0,,1.3,,-4.7,,67255,,71440,
2021,Saskatchewan,2021A000247,15 to 19 years,English only,9.7.2,62725,,92.1,,0.7,,-6.3,,62285,,66920,
2021,Saskatchewan,2021A000247,15 to 19 years,French only,9.7.3,10,,0.0,,-33.3,,-50.0,,15,,20,
2021,Saskatchewan,2021A000247,15 to 19 years,English and French,9.7.4,5270,,7.7,,9.4,,20.0,,4815,,4390,
2021,Saskatchewan,2021A000247,15 to 19 years,Neither English nor French,9.7.5,95,,0.1,,-32.1,,-13.6,,140,,110,
2021,Saskatchewan,2021A000247,20 to 24 years,Total - Knowledge of official languages,9.8.1,66340,,100.0,,-4.6,,-8.0,,69575,,72100,
2021,Saskatchewan,2021A000247,20 to 24 years,English only,9.8.2,62205,,93.8,,-5.0,,-8.2,,65495,,67785,
2021,Saskatchewan,2021A000247,20 to 24 years,French only,9.8.3,15,,0.0,,-40.0,,0.0,,25,,15,
2021,Saskatchewan,2021A000247,20 to 24 years,English and French,9.8.4,4020,,6.1,,3.1,,-3.7,,3900,,4175,
2021,Saskatchewan,2021A000247,20 to 24 years,Neither English nor French,9.8.5,100,,0.2,,-37.5,,-20.0,,160,,125,
2021,Saskatchewan,2021A000247,25 to 44 years,Total - Knowledge of official languages,9.9.1,298100,,100.0,,2.9,,16.2,,289765,,256610,
2021,Saskatchewan,2021A000247,25 to 44 years,English only,9.9.2,282415,,94.7,,3.2,,16.1,,273560,,243210,
2021,Saskatchewan,2021A000247,25 to 44 years,French only,9.9.3,120,,0.0,,0.0,,50.0,,120,,80,
2021,Saskatchewan,2021A000247,25 to 44 years,English and French,9.9.4,14215,,4.8,,-2.0,,15.8,,14510,,12275,
2021,Saskatchewan,2021A000247,25 to 44 years,Neither English nor French,9.9.5,1345,,0.5,,-14.6,,28.1,,1575,,1050,
2021,Saskatchewan,2021A000247,45 to 64 years,Total - Knowledge of official languages,9.10.1,273230,,100.0,,-2.7,,-1.4,,280880,,277090,
2021,Saskatchewan,2021A000247,45 to 64 years,English only,9.10.2,261970,,95.9,,-2.8,,-1.4,,269425,,265630,
2021,Saskatchewan,2021A000247,45 to 64 years,French only,9.10.3,100,,0.0,,17.6,,17.6,,85,,85,
2021,Saskatchewan,2021A000247,45 to 64 years,English and French,9.10.4,8520,,3.1,,-10.3,,-17.0,,9500,,10270,
2021,Saskatchewan,2021A000247,45 to 64 years,Neither English nor French,9.10.5,2635,,1.0,,40.9,,138.5,,1870,,1105,
2021,Saskatchewan,2021A000247,65 years and over,Total - Knowledge of official languages,9.11.1,187615,,100.0,,16.9,,30.7,,160510,,143550,
2021,Saskatchewan,2021A000247,65 years and over,English only,9.11.2,179085,,95.5,,17.2,,31.3,,152830,,136405,
2021,Saskatchewan,2021A000247,65 years and over,French only,9.11.3,35,,0.0,,40.0,,-41.7,,25,,60,
2021,Saskatchewan,2021A000247,65 years and over,English and French,9.11.4,6760,,3.6,,6.5,,10.7,,6350,,6105,
2021,Saskatchewan,2021A000247,65 years and over,Neither English nor French,9.11.5,1735,,0.9,,33.5,,77.0,,1300,,980,
2021,Saskatchewan,2021A000247,65 to 74 years,Total - Knowledge of official languages,9.12.1,112430,,100.0,,25.2,,51.3,,89805,,74295,
2021,Saskatchewan,2021A000247,65 to 74 years,English only,9.12.2,107505,,95.6,,25.7,,52.0,,85540,,70735,
2021,Saskatchewan,2021A000247,65 to 74 years,French only,9.12.3,20,,0.0,,100.0,,-33.3,,10,,30,
2021,Saskatchewan,2021A000247,65 to 74 years,English and French,9.12.4,3925,,3.5,,10.1,,26.2,,3565,,3110,
2021,Saskatchewan,2021A000247,65 to 74 years,Neither English nor French,9.12.5,980,,0.9,,44.1,,130.6,,680,,425,
2021,Saskatchewan,2021A000247,75 years and over,Total - Knowledge of official languages,9.13.1,75185,,100.0,,6.3,,8.6,,70705,,69255,
2021,Saskatchewan,2021A000247,75 years and over,English only,9.13.2,71585,,95.2,,6.4,,9.0,,67290,,65670,
2021,Saskatchewan,2021A000247,75 years and over,French only,9.13.3,10,,0.0,,-33.3,,-60.0,,15,,25,
2021,Saskatchewan,2021A000247,75 years and over,English and French,9.13.4,2835,,3.8,,1.8,,-5.5,,2785,,3000,
2021,Saskatchewan,2021A000247,75 years and over,Neither English nor French,9.13.5,755,,1.0,,22.8,,36.0,,615,,555,
2021,Alberta,2021A000248,Total - Age,Total - Knowledge of official languages,10.1.1,4221835,,100.0,,4.8,,16.9,,4026650,,3610185,
2021,Alberta,2021A000248,Total - Age,English only,10.1.2,3894690,,92.3,,5.3,,17.2,,3698765,,3321815,
2021,Alberta,2021A000248,Total - Age,French only,10.1.3,3105,,0.1,,-20.2,,-3.1,,3890,,3205,
2021,Alberta,2021A000248,Total - Age,English and French,10.1.4,258330,,6.1,,-2.4,,9.7,,264715,,235565,
2021,Alberta,2021A000248,Total - Age,Neither English nor French,10.1.5,65710,,1.6,,10.8,,32.5,,59280,,49600,
2021,Alberta,2021A000248,0 to 14 years,Total - Knowledge of official languages,10.2.1,809020,,100.0,,4.0,,18.3,,778035,,683845,
2021,Alberta,2021A000248,0 to 14 years,English only,10.2.2,745950,,92.2,,4.8,,18.6,,711895,,629010,
2021,Alberta,2021A000248,0 to 14 years,French only,10.2.3,985,,0.1,,-30.6,,-10.9,,1420,,1105,
2021,Alberta,2021A000248,0 to 14 years,English and French,10.2.4,47590,,5.9,,-2.2,,18.4,,48660,,40185,
2021,Alberta,2021A000248,0 to 14 years,Neither English nor French,10.2.5,14495,,1.8,,-9.7,,7.0,,16050,,13545,
2021,Alberta,2021A000248,0 to 4 years,Total - Knowledge of official languages,10.3.1,250065,,100.0,,-6.0,,2.2,,266010,,244595,
2021,Alberta,2021A000248,0 to 4 years,English only,10.3.2,233420,,93.3,,-5.5,,2.1,,247080,,228540,
2021,Alberta,2021A000248,0 to 4 years,French only,10.3.3,575,,0.2,,-34.3,,-24.3,,875,,760,
2021,Alberta,2021A000248,0 to 4 years,English and French,10.3.4,3970,,1.6,,-14.5,,14.2,,4645,,3475,
2021,Alberta,2021A000248,0 to 4 years,Neither English nor French,10.3.5,12100,,4.8,,-9.8,,2.4,,13410,,11820,
2021,Alberta,2021A000248,5 to 9 years,Total - Knowledge of official languages,10.4.1,278625,,100.0,,3.0,,27.4,,270470,,218755,
2021,Alberta,2021A000248,5 to 9 years,English only,10.4.2,259225,,93.0,,4.2,,27.9,,248670,,202710,
2021,Alberta,2021A000248,5 to 9 years,French only,10.4.3,275,,0.1,,-24.7,,19.6,,365,,230,
2021,Alberta,2021A000248,5 to 9 years,English and French,10.4.4,17350,,6.2,,-10.7,,19.8,,19425,,14480,
2021,Alberta,2021A000248,5 to 9 years,Neither English nor French,10.4.5,1775,,0.6,,-11.9,,33.0,,2015,,1335,
2021,Alberta,2021A000248,10 to 14 years,Total - Knowledge of official languages,10.5.1,280335,,100.0,,16.1,,27.1,,241550,,220490,
2021,Alberta,2021A000248,10 to 14 years,English only,10.5.2,253310,,90.4,,17.2,,28.1,,216150,,197760,
2021,Alberta,2021A000248,10 to 14 years,French only,10.5.3,140,,0.0,,-20.0,,27.3,,175,,110,
2021,Alberta,2021A000248,10 to 14 years,English and French,10.5.4,26265,,9.4,,6.8,,18.2,,24590,,22230,
2021,Alberta,2021A000248,10 to 14 years,Neither English nor French,10.5.5,625,,0.2,,-1.6,,62.3,,635,,385,
2021,Alberta,2021A000248,15 to 24 years,Total - Knowledge of official languages,10.6.1,496735,,100.0,,-0.7,,0.4,,500035,,494745,
2021,Alberta,2021A000248,15 to 24 years,English only,10.6.2,453610,,91.3,,-0.3,,0.6,,455155,,451055,
2021,Alberta,2021A000248,15 to 24 years,French only,10.6.3,175,,0.0,,-43.5,,-31.4,,310,,255,
2021,Alberta,2021A000248,15 to 24 years,English and French,10.6.4,41845,,8.4,,-3.7,,-1.4,,43435,,42455,
2021,Alberta,2021A000248,15 to 24 years,Neither English nor French,10.6.5,1105,,0.2,,-3.1,,12.8,,1140,,980,
2021,Alberta,2021A000248,15 to 19 years,Total - Knowledge of official languages,10.7.1,249145,,100.0,,4.1,,5.0,,239320,,237280,
2021,Alberta,2021A000248,15 to 19 years,English only,10.7.2,225695,,90.6,,4.5,,5.0,,215965,,214920,
2021,Alberta,2021A000248,15 to 19 years,French only,10.7.3,90,,0.0,,-37.9,,0.0,,145,,90,
2021,Alberta,2021A000248,15 to 19 years,English and French,10.7.4,22915,,9.2,,0.7,,4.4,,22765,,21945,
2021,Alberta,2021A000248,15 to 19 years,Neither English nor French,10.7.5,450,,0.2,,0.0,,40.6,,450,,320,
2021,Alberta,2021A000248,20 to 24 years,Total - Knowledge of official languages,10.8.1,247590,,100.0,,-5.0,,-3.8,,260715,,257465,
2021,Alberta,2021A000248,20 to 24 years,English only,10.8.2,227920,,92.1,,-4.7,,-3.5,,239190,,236130,
2021,Alberta,2021A000248,20 to 24 years,French only,10.8.3,90,,0.0,,-45.5,,-45.5,,165,,165,
2021,Alberta,2021A000248,20 to 24 years,English and French,10.8.4,18930,,7.6,,-8.4,,-7.7,,20670,,20510,
2021,Alberta,2021A000248,20 to 24 years,Neither English nor French,10.8.5,660,,0.3,,-3.6,,0.0,,685,,660,
2021,Alberta,2021A000248,25 to 44 years,Total - Knowledge of official languages,10.9.1,1238680,,100.0,,1.1,,15.0,,1224860,,1076725,
2021,Alberta,2021A000248,25 to 44 years,English only,10.9.2,1144845,,92.4,,2.0,,15.9,,1122200,,988085,
2021,Alberta,2021A000248,25 to 44 years,French only,10.9.3,735,,0.1,,-28.6,,-5.8,,1030,,780,
2021,Alberta,2021A000248,25 to 44 years,English and French,10.9.4,85340,,6.9,,-9.6,,5.1,,94380,,81215,
2021,Alberta,2021A000248,25 to 44 years,Neither English nor French,10.9.5,7760,,0.6,,6.9,,16.7,,7260,,6650,
2021,Alberta,2021A000248,45 to 64 years,Total - Knowledge of official languages,10.10.1,1074410,,100.0,,2.4,,10.7,,1048720,,970465,
2021,Alberta,2021A000248,45 to 64 years,English only,10.10.2,1001110,,93.2,,2.4,,10.8,,977255,,903300,
2021,Alberta,2021A000248,45 to 64 years,French only,10.10.3,765,,0.1,,-3.2,,10.1,,790,,695,
2021,Alberta,2021A000248,45 to 64 years,English and French,10.10.4,56390,,5.2,,0.6,,4.5,,56035,,53970,
2021,Alberta,2021A000248,45 to 64 years,Neither English nor French,10.10.5,16145,,1.5,,10.2,,29.1,,14645,,12505,
2021,Alberta,2021A000248,65 years and over,Total - Knowledge of official languages,10.11.1,602985,,100.0,,26.9,,56.9,,475000,,384400,
2021,Alberta,2021A000248,65 years and over,English only,10.11.2,549170,,91.1,,27.0,,56.7,,432260,,350360,
2021,Alberta,2021A000248,65 years and over,French only,10.11.3,445,,0.1,,29.0,,18.7,,345,,375,
2021,Alberta,2021A000248,65 years and over,English and French,10.11.4,27170,,4.5,,22.3,,53.2,,22210,,17740,
2021,Alberta,2021A000248,65 years and over,Neither English nor French,10.11.5,26195,,4.3,,29.8,,64.4,,20185,,15930,
2021,Alberta,2021A000248,65 to 74 years,Total - Knowledge of official languages,10.12.1,377220,,100.0,,31.3,,73.2,,287320,,217800,
